baseStoryId,baseStoryTitle,contentWorld,contentLabel,sourceSensitivityTier,primaryValue,supportingValue,carryingWordSeed,ageBandCoverage,plannedExperienceCount,sourceSummary,parentSourceNote,authenticityRisk,ritualPotential,parentMirrorPotential,bedtimePotential,releasePhase,releasePriority,reviewStatus,notes
"BSI-0187","shiva parvati story seed 7","shiva_parvati","canonical_story","tier_1_canonical_sacred","devotion","compassion","devotion","ages_3_5|ages_6_8|ages_9_12","3","Conservative canonical episode framing for child-safe retelling; exact verse mapping requires reviewer confirmation.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","high","medium","medium","medium","public_beta","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0188","shiva parvati story seed 8","shiva_parvati","traditional_retelling","tier_2_traditional_retelling","friendship","discipline","friendship","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","high","medium","later_phase","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0189","shiva parvati story seed 9","shiva_parvati","traditional_retelling","tier_2_traditional_retelling","generosity","service","generosity","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","high","medium","medium","private_alpha","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0190","shiva parvati story seed 10","shiva_parvati","traditional_retelling","tier_2_traditional_retelling","focus","wisdom","focus","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","high","public_beta","P1","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0191","shiva parvati story seed 11","shiva_parvati","traditional_retelling","tier_2_traditional_retelling","forgiveness","humility","forgiveness","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","medium","later_phase","P1","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0192","shiva parvati story seed 12","shiva_parvati","traditional_retelling","tier_2_traditional_retelling","discipline","compassion","discipline","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","high","high","medium","private_alpha","P2","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0193","shiva parvati story seed 13","shiva_parvati","traditional_retelling","tier_2_traditional_retelling","compassion","discipline","compassion","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","medium","public_beta","P2","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0194","shiva parvati story seed 14","shiva_parvati","canonical_story","tier_1_canonical_sacred","respect","service","respect","ages_3_5|ages_6_8|ages_9_12","3","Conservative canonical episode framing for child-safe retelling; exact verse mapping requires reviewer confirmation.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","high","medium","medium","medium","later_phase","P2","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0195","shiva parvati story seed 15","shiva_parvati","traditional_retelling","tier_2_traditional_retelling","curiosity","wisdom","curiosity","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","high","medium","high","private_alpha","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0196","shiva parvati story seed 16","shiva_parvati","traditional_retelling","tier_2_traditional_retelling","responsibility","humility","responsibility","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","high","medium","public_beta","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0197","shiva parvati story seed 17","shiva_parvati","traditional_retelling","tier_2_traditional_retelling","calm","compassion","calm","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","medium","later_phase","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0198","shiva parvati story seed 18","shiva_parvati","traditional_retelling","tier_2_traditional_retelling","self-control","discipline","self-control","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","high","medium","medium","private_alpha","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0199","shiva parvati story seed 19","shiva_parvati","traditional_retelling","tier_2_traditional_retelling","wisdom","service","wisdom","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","medium","public_beta","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0200","shiva parvati story seed 20","shiva_parvati","traditional_retelling","tier_2_traditional_retelling","service","wisdom","service","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","high","high","later_phase","P1","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0201","shiva parvati story seed 21","shiva_parvati","canonical_story","tier_1_canonical_sacred","kindness","humility","kindness","ages_3_5|ages_6_8|ages_9_12","3","Conservative canonical episode framing for child-safe retelling; exact verse mapping requires reviewer confirmation.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","high","high","medium","medium","private_alpha","P1","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
